"","life_expectancy","radio_television_per_cap","log_population","civil_war","year","country_name","international_war","urban_population_pct","oil_production_per_cap","inequality_gini","gdp_per_cap","inflation","region_name","education15","government_effectiveness","political_stability","polity","healthcare","womens_civ_lib","media_censorship","internet_access"
"2776",52.5,-1.95543938270746,15.7722013374137,-2,1999,NA,-2,7.73150351932131,2.887058,44.1220300298849,201.410003662109,357.936614990234,NA,1.74544358253479,-3.75050682642541,-3.92805160541111,-10,-2.97557525071675,-1.82617154222332,-2.39730422932296,-1
"2781",54.8,-1.93682681117867,15.9230969916676,-2,2004,NA,-2,53.3626671715122,8.120546,41.0961725923266,231.660003662109,11.052695274353,NA,2.07964515686035,-3.65270960330963,-4.27308773994446,-4,-2.97557525071675,-1.81259423189754,-2.57782284368649,-1
"2865",52.45,-1.9980992901715,12.2991862965169,-2,1974,NA,-2,30.1999999999998,425.64913,63.0804858275122,2138.5400390625,117.680774586718,NA,1.86069750785828,-3.03116772472706,-3.02057007655266,-9,-3.31302702369052,-1.81795170359745,-3.60515755043922,-2
"2870",53.65,-1.9979525980386,12.4457125074257,-2,1979,NA,-2,36,1266.0642,52.5421890768641,2722.8701171875,314.082706076374,NA,2.84728908538818,-3.26862813614699,-2.64234431866947,-10,-3.31302702369052,-1.84443101655821,-3.60515755043922,-2
"2875",53.79,-1.99717159867533,12.6011543275279,-2,1984,NA,-2,41,527.399,64.8407214199926,2517.06005859375,2.15811109542847,NA,3.58442163467407,-2.92015261046657,-2.54971689302349,-10,-3.22528215674117,-1.84443101655821,-3.60515755043922,-2
"2880",52.4,-1.99424080438588,12.7339528136503,-2,1989,NA,-2,41.8,685.16522,47.2035341431824,2361.080078125,-3.67834973335266,NA,3.62065935134888,-3.65433475782744,-3.70490002517231,-2,-3.16343901561092,-1.56542767616792,-0.96223547631912,-2
"2885",50.2,-1.98916746098143,12.8450934030481,-2,1994,NA,-2,39.8,732.73716,38.9574374156699,2103.6298828125,8.031120300293,NA,3.60494232177734,-3.24432277679443,-3.36520218849182,3,-3.23261110326161,-1.52371887996626,-0.96223547631912,-2
"2890",51.5,-1.76337626864172,12.9479804862328,-2,1999,NA,-2,32.0512777882315,861.06208,50.7258119411287,1987.2099609375,-1.94401007890701,NA,3.6215033531189,-3.33458115909009,-3.15831327055933,-7,-3.27337316590202,-1.65829161022572,-1.97396284578094,-2
"2895",55.8,-1.97770069369685,13.064286732605,-2,2004,NA,-2,41.8210377097353,1581.486,49.4439111821807,2188.30004882812,4.53784418106079,NA,3.54607534408569,-3.28987419605255,-2.94224840402603,-6,-3.27337316590202,-1.6614548634858,-1.97396284578094,-1
"2982",63.58,-1.93461618392572,15.0209938701431,-2,1974,NA,-2,37,96.668278,48.7999992370605,3711.2900390625,18.2260208129883,NA,2.29850912094116,-2.79561217960954,-3.74379888774334,6,-3.02335791873441,-1.62665563836534,-0.35163984202727,-2
"2987",66.67,-1.91485358406314,15.1304963881456,-2,1979,NA,-2,47.6999999999998,127.45901,53.75,4252.60009765625,25.3969993591309,NA,3.16412162780762,-2.07011420485234,-2.96013053379596,6,-3.02335791873441,-1.62665563836534,-1.5037148392175,-2
"2992",68.74,-1.90533135427633,15.2390753795521,-1,1984,NA,-2,62.1999999999998,91.280669,43.966667175293,4433.66015625,16.8770008087158,NA,3.40902423858643,-2.7083505035223,-4.31328936758159,6,-3.02335791873441,-1.63742173847267,-0.17491742166112,-2
"2997",69.1,-1.89022099153492,15.3377672025844,-1,1989,NA,-2,68,131.59251,51.0999984741211,4838.18994140625,28.3740005493164,NA,3.58123826980591,-3.04876988042245,-3.86429923671411,7,-1.80532989606562,-1.35946771383845,-0.51938276760721,-2
"3002",70.2,-1.87829949018562,15.4303473762516,-2,1994,NA,-2,68,158.86186,52.9500007629395,5495.02978515625,18.7980003356934,NA,4.34091091156006,-2.19320710003376,-3.60034549236298,5,-1.50457796987675,-1.28258243486913,-0.33481953742329,-1
"3007",71.5,-1.78318467031232,15.5151233036643,-1,1999,NA,-2,65.567978780792,149.17551,54.5,5407.490234375,5.96799993515015,NA,4.66762065887451,-2.44867620790151,-3.75946819517532,5,-1.50457796987675,-1.28258243486913,-0.52588632718279,-1
"3012",73.3,-1.68563248504783,15.5929612634976,-2,2004,NA,-2,56.2591824992275,331.39089,53.2999992370605,6337.93994140625,2.2960000038147,NA,5.08959341049194,-2.12102249264717,-3.85512769222259,5,-1.50457796987675,-1.32150150535658,-1.2030794631082,-1
"3067",49.46,-1.98394155600449,10.5861898597314,-2,1974,NA,-2,3.96928054375999,-2,52.6203501413752,689.570007324219,381.367610197541,NA,0.8967981338501,-3.24404661906973,-2.56813094739593,-6,-2.91177126145065,-1.38317839392683,-3.87499542074626,-2
"3072",51.59,-1.96129160137216,10.7358708463136,-2,1979,NA,-2,16.4417403627636,-2,58.3531434332816,662.140014648438,-18.3133093885293,NA,1.30154991149902,-3.03658450710415,-2.55008122872158,-7,-3.00421337545941,-1.3900929909147,-3.33707255435381,-2
"3077",53.77,-1.97719213119468,10.8846578127571,-2,1984,NA,-2,26.0374443141469,-2,50.5006440477768,688.289978027344,-17.4736232582624,NA,1.80806231498718,-1.80913407564751,-2.40847765645811,-9,-3.00421337545941,-1.35218904968849,-2.70321017249385,-2
"3082",55.4,-2,11.0153014151067,-2,1989,NA,-2,14.0999999999999,-2,56.8322560061861,627.900024414062,-24.3966924122262,NA,1.48744368553162,-2.48813268616374,-1.87126203685851,2,-2.45472344071015,-1.27562969296886,-1.8859654827307,-2
"3087",56.4,-2,11.1349340345782,-2,1994,NA,-2,22.5999999999999,-2,46.2114977917869,614.809997558594,1322.10964791263,NA,1.88291263580322,-3.72685706615448,-1.62476170063019,2,-2.44451458806131,-1.23395087148821,-1.8859654827307,-2
"3092",61,-1.93522028773524,11.2432491501454,-2,1999,NA,-2,27.8779964138424,-2,51.8844687369879,574.739990234375,3.55459403991699,NA,2.52357244491577,-3.15110277789612,-2.13729373115944,-2,-2.44451458806131,-1.24688248940997,-1.71159224661608,-2
"3097",64.3,-1.90710904743797,11.3546918181813,-2,2004,NA,-2,43.8866247678343,-2,31.7791279259734,570.780029296875,1.37436366081238,NA,2.90013313293457,-3.68497776985169,-2.31494066119194,7,-2.23382314946085,-1.21367921521376,-1.71159224661608,-1
"3301",68.75,-1.92743306208624,12.5753935313912,-2,1974,NA,-2,24.4,-2,46.1333338419597,4504.10009765625,-16.7356176376343,NA,2.44799995422363,-1.93706091823408,-0.76284640113283,8,0.72534064103379,-1.145709013763,0.38266656679099,-2
"3306",71.73,-1.92845926834722,12.6999388302146,-2,1979,NA,-2,29.8000000000002,-2,45.2449989318848,4679.22998046875,35.0699996948242,NA,2.90200042724609,-1.54734963778665,-0.618820255238021,8,0.72534064103379,-1.11602643569335,0.38266656679099,-2
"3311",73.66,-1.9164973638283,12.8402706879095,-2,1984,NA,-2,37.8000000000002,-2,36.2099990844727,4444.02001953125,9.8360004425049,NA,3.41200017929077,-1.83480594550488,-2.05423967156488,8,0.72534064103379,-1.11602643569335,0.38266656679099,-2
"3316",74.5,-1.86287446266001,12.9672042347604,-2,1989,NA,-2,42.2,-2,43.4000015258789,4743.080078125,26.7129993438721,NA,3.90000009536743,-0.917876850403124,-1.08285939370975,8,0.50567131336509,-1.04618992391437,0.38266656679099,-2
"3321",74.8,-1.85766748952751,13.0936163527024,-2,1994,NA,-2,44.2,-2,43.7000007629395,5341.31005859375,15.511999130249,NA,4.30000019073486,-1.73276844620705,-1.31333160400391,8,0.50567131336509,-1.04618992391437,0.38266656679099,-1
"3326",76,-1.74231020093035,13.2060342129991,-2,1999,NA,-2,61.9815210004606,-2,46.5999984741211,6084.33984375,9.2559995651245,NA,4.69700002670288,-1.68376284658603,-1.22746917787544,8,0.50567131336509,-1.03918020732755,0.66677781383103,-1
"3331",77.3,-1.80409669996539,13.296143035679,-2,2004,NA,-2,55.2711380134995,-2,45.6500015258789,7413.14013671875,9.4709997177124,NA,5.08199977874756,-1.89496415108442,-1.2503747344017,8,0.50567131336509,-1.0427185677819,0.66677781383103,-1
"3416",70.59,-1.93053321578629,14.0548597690178,-2,1974,NA,-2,40.4,-0.2023172,25.5199996948243,2436.6201171875,6.57535648345947,NA,2.8899998664856,-2.91309604674811,-2.79087268378374,-9,0.97203310959612,-1.79041579760195,-4.16224351108611,-2
"3421",72.05,-1.91298934124122,14.1090994058206,-2,1979,NA,-2,47.6000000000004,4610.73877230248,25,2845.40991210938,7.08449634752773,NA,3.54099988937378,-2.59473717717323,-3.32172197537514,-9,0.97203310959612,-1.79041579760195,-4.16224351108611,-2
"3426",72.62,-1.80621406713796,14.1463303731091,-2,1984,NA,-2,58.6000000000004,1862.8710820864,25,3025.80004882812,7.59363621159602,NA,4.39599990844727,-2.44837683588597,-2.63681593899427,-9,0.97203310959612,-1.79041579760195,-4.16224351108611,-2
"3431",72.8,-1.78718900542571,14.179857197995,-2,1989,NA,-2,66,13.658346,25,2587.86010742188,8.1027760756643,NA,5.20300006866455,-2.89391594973668,-2.88141205212345,-9,0.97203310959612,-1.79041579760195,-4.16224351108611,-2
"3436",73.2,-1.76082638865492,14.2030749413244,-2,1994,NA,-2,71,28.211441,25,2088.5400390625,-4.67483472824097,NA,5.81800031661987,-2.89420431852341,-1.83766557276249,-9,0.97203310959612,-1.79041579760195,-4.16224351108611,-2
"3441",74.4,-1.76062831740547,14.2236859002254,-2,1999,NA,-2,57.9111176296946,36.21565,25,2480.42993164062,-22.3604089379332,NA,6.37800025939941,-2.33201529215178,-2.02060002780271,-9,0.97203310959612,-1.73971443602247,-4.16224351108611,-1
"3446",75.3,-1.80972905694438,14.2315240634353,-2,2004,NA,-2,50.0651517493972,82.038111,25,3385.8701171875,0.737093828118113,NA,6.7180004119873,-2.46456506848335,-1.56031939387321,-9,1.25735070147087,-1.74011632709202,-4.16224351108611,-1
"3533",72.15,-1.65489831949489,11.3254344986289,-2,1974,NA,-2,67.1362885391208,-2,20.4290317412346,6945.61850581516,1.84999990463257,NA,5.32194948196411,-2.53322266879518,-1.85346239619188,8,-0.60180864422839,-1.31957280264032,-0.68489776791778,-2
"3538",73.19,-1.86518795500362,11.3341359636423,-2,1979,NA,-2,19.834121244046,-2,21.9935479933215,7267.93678930052,8.7399997711182,NA,5.47906160354614,-1.53760251209615,-1.252509836075,8,-0.4182844504433,-1.30969430863157,-0.68489776791778,-2
"3543",74.12,-1.67959483737272,11.3889424394282,-2,1984,NA,-2,34.0268264649896,-2,23.5580642454086,14177.6874661104,-0.77999997138977,NA,6.77086353302002,-1.28527193546955,-1.05779935977896,8,0.21306224149468,-1.30225201955736,-0.68489776791778,-2
"3548",74.4,-1.67120646142054,11.4461789987717,-2,1989,NA,-2,43.3000000000002,-2,25.1225804974956,14097.4876277226,3.03999996185303,NA,7.77576446533203,-1.33650076460084,-0.973113269194523,8,0.55531154430035,-1.2799018123331,-0.68489776791778,-2
"3553",75.1,-1.7035591149248,11.5200680510849,-2,1994,NA,-2,48.8000000000002,-2,26.6870967495826,11910.5871990583,0.98000001907349,NA,7.5029296875,-0.76987326145172,-1.69760069251061,8,0.55531154430035,-1.2799018123331,-0.68489776791778,-2
"3558",76.5,-1.49214698614142,11.5887065654018,-2,1999,NA,-2,64.2524488397782,-2,25.6666666666666,17773.5890731711,-0.0199999809265099,NA,7.54335117340088,-0.688228733605521,-1.65181567667176,8,1.18830377310301,-1.22581569448126,-0.58539148630709,-1
"3563",77.5,-1.61747828966005,11.6471380591204,-2,2004,NA,-2,68.8526025050807,-2,27.9650001525879,12080.9272820882,0.5,NA,7.87037944793701,-0.68505048751831,-1.48224169015884,8,1.18830377310301,-1.18413081577538,-0.16002495879864,-1
"3632",68.88,-1.54526312380336,14.1271076803582,-2,1974,NA,-2,25.4,2.0887648,18.7000007629395,7459.16015625,-0.99315571024075,NA,8.2405710220337,-1.66421791516092,-1.6397928391082,-9,0.57706368751035,-1.63819579815333,-3.93877541705477,-2
"3637",69.11,-1.41754960227258,14.1462492722206,-2,1979,NA,-2,36.5,3.8498149,17.7000007629395,7910.47021484375,-27.0354456260931,NA,8.5122880935669,-1.28359376309001,-1.79737998259814,-9,0.57706368751035,-1.63819579815333,-3.93877541705477,-2
"3642",69.42,-1.40164854970969,14.1472078292064,-2,1984,NA,-2,54,0.5940731,17.7999992370605,8505.2197265625,-13.8773379882004,NA,8.6820983886719,-0.9705584013755,-0.928021151160977,-9,0.57706368751035,-1.63819579815333,-3.93877541705477,-2
"3647",70,-1.65890075691553,14.1472079943286,-2,1989,NA,-2,74.3806785404055,1.2470802,19.7000007629395,7863.419921875,1061.99152282331,NA,9.2938327789307,-2.29725269943288,-2.29751386839062,6,0.57706368751035,-1.06566787617399,1.05735268346897,-2
"3652",71.8,-1.57019009931303,14.1433690704575,-2,1994,NA,-2,39.3909098522446,2.0539734,23.6499996185303,8856.6904296875,6.81999969482422,NA,7.42841911315918,-1.3798565864563,-0.95532691478729,8,0.57706368751035,-1.06566787617399,1.05735268346897,-2
"3657",73.3,-1.56702158181591,14.1384907497674,-2,1999,NA,-2,86.7947169867285,5.6899402,25.2000007629395,9614.1904296875,2.71000003814697,NA,7.81368160247803,-1.26697301381417,-1.17009727664078,8,0.57706368751035,-1.06566787617399,1.05735268346897,-1
"3662",74.5,-1.52388711287958,14.1403160393876,-2,2004,NA,-2,40.9078986227608,16.248216,23.8999996185303,12227.25,0.52999997138977,NA,7.76372623443604,-0.92380809783936,-0.98846626281738,7,0.57706368751035,-1.06566787617399,1.05735268346897,-1
"3791",70.02,-1.67980285820168,16.1753025856753,-2,1974,NA,-2,67.2333333333333,22.060995,31.3666655222578,12681.849609375,5.40740728378296,NA,8.8780002593994,-1.22423052724257,-0.544832662603685,8,0.82741449395923,-1.07163885972299,0.33899987182337,-2
"3796",71.37,-1.65492401027487,16.1773730151906,-2,1979,NA,-2,70.8166666666666,30.73513,22.3999996185303,14146.599609375,4.32399988174438,NA,9.4040002822876,-0.749729655501578,-0.437330764349709,8,1.2645517561871,-1.01808007668805,0.96601961109257,-2
"3801",72.75,-1.62573715251086,16.1846450043627,-2,1984,NA,-2,74.3999999999999,8.152415,26.8999996185303,15467.009765625,-2.125,NA,9.8740005493164,-0.539795726895613,-1.51327181602547,8,1.2645517561871,-1.01808007668805,0.96682470234131,-2
"3806",73.6,-1.44076266167444,16.1937450113993,-2,1989,NA,-2,77.9833333333333,8.261286,24.2999992370605,16647.51953125,1.47399997711182,NA,10.2779998779297,-0.507281930801166,-2.215614573065,8,1.2645517561871,-1.01369552966732,0.99804039929846,-2
"3811",74.9,-1.43127509316439,16.2101828976056,-2,1994,NA,-2,81.5666666666666,4.8753634,25,17418.220703125,-0.807000041008,NA,10.4180002212524,-0.15567457675934,-0.78880417346954,8,1.2645517561871,-1.01369552966732,0.99804039929846,-1
"3816",76.4,-1.40122461159935,16.2240094889443,-2,1999,NA,-2,57.7509364045454,6.7608699,25,19154.689453125,-0.0959999561309799,NA,10.5450000762939,-0.151530869289797,-0.904141635518378,8,1.2645517561871,-1.01369552966732,0.99804039929846,-1
"3821",77.7,-1.49505977012397,16.2270073501742,-2,2004,NA,-2,86.7147996152588,16.550352,27,20038.619140625,-0.21599996089935,NA,10.6199998855591,-0.37766814231873,-1.0006582736969,8,1.2645517561871,-1.01369552966732,0.99804039929846,-1
"3913",55.59,-2,10.7995337359403,-2,1979,NA,-2,27.6738254847432,-2,58.843138309527,1671.59997558594,3.71736764907837,NA,0.32973623275757,-2.83919398949237,-1.55012519843597,-10,-2.2299060911301,-1.75007377238237,-3.15227618636157,-2
"3918",57.74,-1.97277733918635,11.0651083471324,-2,1984,NA,-2,38.6227340403881,-2,56.0179568366462,1714.66003417969,16.147632598877,NA,0.91547536849976,-2.77403750902764,-2.98897253559764,-10,-2.2299060911301,-1.75007377238237,-3.15227618636157,-2
"3923",58.7,-1.93102399862065,11.2659565798165,-2,1989,NA,-2,57.3000000000002,-2,47.2903413082284,1417.5400390625,1.41984105110168,NA,1.32831406593323,-3.37426263534472,-2.7544048733853,-10,-2.2299060911301,-1.77797214933239,-3.15227618636157,-2
"3928",58.3,-1.92856132403729,11.4027915034888,-2,1994,NA,-2,72.8000000000002,-2,42.7999992370605,1119.78002929688,0.58324664831161,NA,1.71511125564575,-2.93576669692993,-2.47726759314537,-8,-1.92666519544032,-1.67108110319023,-3.01515676312009,-2
"3933",58.1,-1.97094733970016,11.5241510654175,-2,1999,NA,-2,41.2801270764047,-2,40.1666679382324,1103.57995605469,-0.25334775447845,NA,2.09792375564575,-3.03038180285664,-2.3229137032211,0,-1.92666519544032,-1.60866021044603,-3.03952322933732,-2
"3938",58.7,-1.86274166843703,11.616448456909,-2,2004,NA,-2,34.4508966062243,-2,38.9000015258789,1171.61999511719,1.48340702056885,NA,2.13752269744873,-2.89747667312622,-2.2237658649683,0,-2.16460972146236,-1.50055970343691,-2.81045810393657,-1
"4025",71.91,-1.56501447419375,13.4339724713503,-2,1974,NA,-2,50,8.110349,27,14464.3603515625,7.03118419647217,NA,7.92800045013428,-0.671438870550939,-0.969587926560899,8,0.69008104233004,-1.02590024036081,0.98117447235617,-2
"4030",72.44,-1.49669784937357,13.449586603456,-2,1979,NA,-2,60.3000000000002,87.383847,29,15094.150390625,9.7279996871948,NA,8.282000541687,-0.117200627093887,-0.641159758852679,8,0.69008104233004,-1.02590024036081,0.98117447235617,-2
"4035",72.86,-1.47499267413154,13.4512358691776,-2,1984,NA,-2,75.8000000000002,140.43636,25.25,17991.240234375,1.67799997329712,NA,8.5920000076294,-0.998678786885802,-0.796059577740707,8,0.69008104233004,-1.02590024036081,0.98117447235617,-2
"4040",73.4,-1.4543492547753,13.4563484504178,-2,1989,NA,-2,82.3,306.14172,28.6000003814697,18641.7890625,0.3989999294281,NA,8.9120006561279,-0.536182602471314,-1.30870479009469,8,0.69008104233004,-1.02590024036081,0.98117447235617,-2
"4045",73.9,-1.40919230577406,13.4751109876984,-2,1994,NA,-2,82.8,394.82298,19.6000003814697,20807.66015625,0.11299991607666,NA,9.2720003128052,-0.08702027797699,-0.63817489147186,8,0.69008104233004,-1.02590024036081,0.98117447235617,-1
"4050",75.2,-1.28004391071107,13.4933772895044,-2,1999,NA,-2,98,687.67432,28.5,23046.490234375,0.36100006103516,NA,9.5930004119873,0.0869711868219771,-0.65200786753094,8,0.69008104233004,-1.02590024036081,0.98117447235617,-1
"4055",76.3,-1.44239820979224,13.5077122725341,-2,2004,NA,-2,69.4141876658222,1299.6329,23.4899997711182,24746.73046875,-0.10000002384186,NA,9.7580003738403,0.25193095207214,-0.96997308731079,8,0.69008104233004,-1.02590024036081,0.98117447235617,-1
"4142",62.25,-1.97030663116191,13.5009474192425,-2,1974,NA,-2,23.4000000000001,-2,43,2196.2099609375,5.01465559005737,NA,1.81599998474121,-2.65840300883395,-2.31712368965277,-5,-2.59131043075863,-1.40447977804649,-1.53540997817676,-2
"4147",64.6,-1.93637964535374,13.6191214705774,-2,1979,NA,-2,32.1999999999998,-2,42.0000009536743,2410.580078125,5.52299976348877,NA,2.09100008010864,-2.48927818877197,-2.19781050817498,4,-2.59131043075863,-1.27919056334323,-0.32263650866109,-2
"4152",67.34,-1.9262981004601,13.73168880494,-2,1984,NA,-2,44.1999999999998,-2,45.7799987792969,2308.419921875,5.63899993896484,NA,2.5460000038147,-2.5614505904703,-1.64565660818717,4,-2.59131043075863,-1.25435872871898,-0.32263650866109,-2
"4157",70.2,-1.91684819106162,13.8329813722339,-2,1989,NA,-2,51.7,-2,47.8333333333333,2443.71997070312,45.0789985656738,NA,2.99099969863892,-2.20167489846651,-2.56280026141622,4,-2.59131043075863,-1.21503787978675,-0.32263650866109,-2
"4162",70.6,-1.90889089146809,13.9254042163537,-2,1994,NA,-2,56.2,-2,45.4000015258789,3062.73999023438,3.39900016784668,NA,3.39599990844727,-2.36608994007111,-2.13892397284508,6,-2.59131043075863,-1.21503787978675,-0.32263650866109,-1
"4167",71.4,-1.85736150960523,14.0094380391812,-2,1999,NA,-2,48.0941610983258,-2,48.4000015258789,3726.72998046875,6.88300037384033,NA,3.77399969100952,-2.41978148462256,-1.97460602155885,6,-2.21944737674702,-1.17915679012492,-0.32263650866109,-1
"4172",71.5,-1.78131025555097,14.0849264861943,-2,2004,NA,-2,53.807103735775,-2,50.4000015258789,4464.77978515625,5.57299995422363,NA,4.04400014877319,-2.57780933380127,-2.09505295008421,6,-2.21944737674702,-1.16471143398502,-0.32263650866109,-1
"4259",54.11,-1.97309760146483,14.6360077939292,-2,1974,NA,-2,25.2,1036.3981,32.3935239525295,2606.23999023438,15.1735191345215,NA,0.49799990653992,-2.57641841442439,-2.30257317765919,-11,-1.31171656375042,-1.64020088842536,-3.28099906033033,-2
"4264",60.31,-1.9591274862214,14.7837859887114,-2,1979,NA,-2,30.8000000000002,1252.5526,38.063828567316,3129.13989257812,12.6099996566772,NA,1.21799993515015,-2.4459495602101,-2.65133810988186,-11,-1.31171656375042,-1.63929100888344,-3.1713114191154,-2
"4269",66.04,-1.92927643082109,14.9376107073137,-2,1984,NA,-2,38.8000000000002,269.63765,51.3199563176474,3299.17993164062,12.0069999694824,NA,2.05800008773804,-2.41372747565189,-2.69654825974665,-11,-1.31171656375042,-1.60598710427211,-3.1713114191154,-2
"4274",68.5,-1.92396838212297,15.0660737840184,-2,1989,NA,-2,44.4000000000001,345.01589,35.9714300973073,2837.86010742188,23.8999996185303,NA,2.86899995803833,-2.8174159205042,-2.55592989397501,-4,-1.16205088374049,-1.57622432747959,-1.59329074241187,-2
"4279",70.1,-1.89418628919617,15.1624854048141,-1,1994,NA,-2,48.4000000000001,284.02116,33.4000015258789,2700.26000976562,16.7000007629395,NA,3.56400012969971,-2.94950169324875,-3.8595677614212,-5,-1.16205088374049,-1.57622432747959,-2.2773919702856,-2
"4284",71.5,-1.76796926100225,15.2480220289289,-2,1999,NA,-2,47.5880428902671,284.11644,33.4000015258789,2882.6298828125,2.19999980926514,NA,4.20099973678589,-2.96294107659141,-3.80908438719971,-5,-1.16205088374049,-1.558910219107,-1.98212485040455,-1
"4289",73,-1.8480636776247,15.3226125872176,-2,2004,NA,-2,49.6817352195228,636.45653,33.4000015258789,3383.77001953125,0.32599997520447,NA,4.60599994659424,-2.52213209867477,-3.11955618858337,0,-1.16205088374049,-1.50393412300809,-1.86636450418954,-1
"4376",60.3,-1.96422046418844,13.7850642678053,-2,1974,NA,-2,28.5999999999999,446.9021,57.7999985638785,3665.73999023438,11.135401725769,NA,3.44819211959839,-1.89267310284651,-2.38198933287451,-7,-2.57262177777909,-1.37056069597797,-1.61855916222236,-2
"4381",63.49,-1.94797132723703,13.9191262973929,-2,1979,NA,-1,33.9000000000001,773.89049,50.7999999102421,4152.72021484375,14.386999130249,NA,4.46998167037964,-2.24166621539468,-1.95509542905889,7,-2.17869184939299,-1.25489731084545,0.0936003982851199,-2
"4386",66.83,-1.93043642340556,14.0511890588192,-2,1984,NA,-2,40.4000000000001,308.59117,43.8000012566058,4013.77001953125,21.0300006866455,NA,4.77557992935181,-1.90920454040045,-1.53923484432051,6,-2.17869184939299,-1.21779528963918,0.0851794379054298,-2
"4391",69.4,-1.9119015285047,14.1651384608216,-2,1989,NA,-2,46.3000000000002,316.71815,45.75,4059.17993164062,46.8040008544922,NA,5.05691242218018,-2.91935886354159,-2.5905182124404,7,-2.17869184939299,-1.21779528963918,-0.83284914963651,-2
"4396",70.5,-1.869189896158,14.2576473799358,-2,1994,NA,-2,51.8000000000002,331.63809,53.6333325703939,4074.92993164062,22.3999996185303,NA,5.17514610290527,-2.63296085596085,-2.86888349056244,7,-1.91361601601704,-1.21779528963918,-1.294907814167,-1
"4401",71.4,-1.86775262138997,14.3388230858125,-2,1999,NA,-2,59.8088988082948,344.0153,51.4000015258789,4035.61010742188,35.7000007629395,NA,4.7333779335022,-2.88026111137895,-3.06853689481454,4,-1.91361601601704,-1.14840242693749,-1.294907814167,-1
"4406",72.3,-1.71981743432595,14.3959573611107,-2,2004,NA,-2,54.8586892879454,741.43411,49.7000007629395,4715.5400390625,1.29900002479553,NA,5.11553192138672,-2.97404307126999,-2.8562838435173,5,-1.91361601601704,-1.14840242693749,-1.294907814167,-1
"4493",53.93,-1.97541563076861,15.5263912598518,-2,1974,NA,-2,33.2,135.48069,35,1604.43005371094,8.2753429412842,NA,0.42400002479553,-3.36139652646995,-3.30963390018306,-8,-3.37303358298752,-1.45951981219739,-2.49911570189849,-2
"4498",57.52,-1.95725199451291,15.6391004605931,-2,1979,NA,-2,36,392.22176,33.5,2073.59008789062,8.3999996185303,NA,1.1230001449585,-2.74815006265157,-2.12425352988634,-8,-3.37303358298752,-1.41158688699234,-2.49911570189849,-2
"4503",61.07,-1.92024082500058,15.7752588407711,-2,1984,NA,-2,41,153.01941,32.4499998092653,2458.26000976562,21.8999996185303,NA,2.13800001144409,-2.76239544281015,-2.47110053640524,-8,-3.37303358298752,-1.41158688699234,-2.49911570189849,-2
"4508",63.4,-1.89957431232521,15.8934503480366,-2,1989,NA,-1,42.7,164.34708,30,2529.77001953125,12.7370004653931,NA,3.11100006103516,-1.78419314204965,-3.34511414911902,-8,-3.83753340567236,-1.49262237727392,-2.49911570189849,-2
"4513",65.9,-1.8846947970637,15.9932494234449,-2,1994,NA,-2,42.2,140.88205,32.5,2786.78002929688,5.09499979019165,NA,3.91599988937378,-2.20627325773239,-2.57724344730377,-8,-3.83753340567236,-1.49262237727392,-2.49911570189849,-2
"4518",67.7,-1.74027108754569,16.0854645341991,-2,1999,NA,-2,47.8338767624164,110.59993,34.9499998092651,3298.8701171875,0.42499995231628,NA,4.67899990081787,-2.18270116395542,-2.29486251205579,-8,-3.69002775099419,-1.57039857484079,-2.49911570189849,-1
"4523",68.1,-1.71115432605241,16.1799087201536,-2,2004,NA,-2,57.3741657698378,257.05138,32.4000015258789,3667,2.19799995422363,NA,5.27400016784668,-2.48408851027489,-2.86558753252029,-5,-3.69002775099419,-1.56159612119671,-2.49911570189849,-1
"4630",56.4,-1.99269562499714,13.0560727125967,-2,1994,NA,-2,21.0381564520175,-2,17.8809096629281,2655.95845730532,694.854401955216,NA,0.69508457183838,-3.19946348667145,-3.1137775182724,-8,-1.43057237059974,-1.80652362029621,-2.74600196226537,-2
"4635",57.9,-1.79550997852669,13.1510143930243,-2,1999,NA,-2,18.9406277632588,-2,17.9996957106234,10429.3716857836,-35.8308674789858,NA,0.9796769618988,-2.95650641448506,-2.39945298993498,-9,-1.69578919079302,-1.92941392583946,-3.09644724107725,-2
"4640",58,-1.8300055195951,13.3482736682919,-2,2004,NA,-2,66.1765038381403,-2,57.8062626115668,5121.12346411514,312.76124227811,NA,1.69361758232117,-3.3089702129364,-2.89836263656616,-9,-1.69578919079302,-1.93690059103938,-4.13855451071414,-1
"4727",71.81,-1.8154695862822,15.399796180221,-2,1974,NA,-2,47,9.972742,32.7428556169782,8597.26953125,17.4725341796875,NA,4.71400022506714,-2.06693973613725,-2.54959713436031,-5,-1.14541066004784,-1.40768016774133,-2.25621552429409,-2
"4732",73.67,-1.7445084183214,15.4440599243823,-2,1979,NA,-2,55.1999999999998,21.863636,31.4599987030033,9183.7099609375,12.601053237915,NA,5.13899993896484,-1.15568172171472,-1.49796773768799,7,-0.50359259036763,-1.0496175957411,0.53468008738462,-2
"4737",74.59,-1.70477366631842,15.4613346086894,-2,1984,NA,-2,67.1999999999998,6.3613102,24,9996,7.58110332489014,NA,5.58400011062622,-1.93796470705297,-1.79708118792419,8,-0.0305710228726399,-1.0496175957411,0.53468008738462,-2
"4742",75,-1.59950295350247,15.4786050591013,-2,1989,NA,-2,73.2,3.9220679,30.5250005722046,12325.0595703125,3.72848415374756,NA,6.02299976348877,-1.30873882229854,-1.63123469274529,8,0.80783266845861,-1.0496175957411,0.53468008738462,-2
